sale,instrspending,discount,tvspending,stockrate,price,radio,onlineadsspending,revenue,location,cuisine,name,month,year,month_num,rating,service_quality_score
189521,39.27,0.44,143.75,0.69,19.49,2063,1705.78,19.49,Main Location,General,Main Location - General,1994-08-01,1994,8,4.5,8.5
186558,23.77,0.43,144.69,0.97,12.31,1469,2622.97,12.31,Main Location,General,Main Location - General,1994-09-01,1994,9,4.5,8.5
36105,2.41,0.01,48.3,0.63,18.78,2106,1994.04,18.78,Main Location,General,Main Location - General,1994-10-01,1994,10,4.5,8.5
99338,35.42,0.25,33.64,0.6,21.48,2265,169.39,21.48,Main Location,General,Main Location - General,1994-11-01,1994,11,4.5,8.5
207450,40.81,0.13,147.77,0.3,18.34,162,2284.67,18.34,Main Location,General,Main Location - General,1994-12-01,1994,12,4.5,8.5
152059,34.81,0.08,175.49,0.34,26.14,1271,434.39,26.14,Main Location,General,Main Location - General,1995-01-01,1995,1,4.5,8.5
96097,52.68,0.2,9.92,0.88,26.9,1993,120.09,26.9,Main Location,General,Main Location - General,1995-02-01,1995,2,4.5,8.5
285988,50.44,0.21,165.46,0.24,12.26,386,2435.22,12.26,Main Location,General,Main Location - General,1995-03-01,1995,3,4.5,8.5
243750,35.29,0.4,120.71,0.47,8.06,501,1717.95,8.06,Main Location,General,Main Location - General,1995-04-01,1995,4,4.5,8.5
301624,52.24,0.14,155.61,0.48,9.57,1137,1510.09,9.57,Main Location,General,Main Location - General,1995-05-01,1995,5,4.5,8.5
179165,25.94,0.05,16.71,0.9,2.81,328,1202.63,2.81,Main Location,General,Main Location - General,1995-06-01,1995,6,4.5,8.5
238256,29.81,0.22,171.96,0.77,9.86,1185,2696.12,9.86,Main Location,General,Main Location - General,1995-07-01,1995,7,4.5,8.5
144500,37.43,0.4,155.41,0.14,27.12,2939,275.63,27.12,Main Location,General,Main Location - General,1995-08-01,1995,8,4.5,8.5
197797,31.51,0.38,12.51,0.09,3.87,528,2555.05,3.87,Main Location,General,Main Location - General,1995-09-01,1995,9,4.5,8.5
109038,4.33,0.06,119.43,0.38,14.23,2415,286.31,14.23,Main Location,General,Main Location - General,1995-10-01,1995,10,4.5,8.5
115400,6.41,0.38,161.8,0.52,18.19,343,609.22,18.19,Main Location,General,Main Location - General,1995-11-01,1995,11,4.5,8.5
43333,35.54,0.43,13.69,0.56,29.15,2838,2697.43,29.15,Main Location,General,Main Location - General,1995-12-01,1995,12,4.5,8.5
39530,10.63,0.15,129.9,0.98,28.42,261,1631.12,28.42,Main Location,General,Main Location - General,1996-01-01,1996,1,4.5,8.5
220783,16.49,0.04,83.72,0.05,0.44,2426,2422.17,0.44,Main Location,General,Main Location - General,1996-02-01,1996,2,4.5,8.5
230921,7.29,0.39,194.23,0.95,2.56,446,2672.78,2.56,Main Location,General,Main Location - General,1996-03-01,1996,3,4.5,8.5
315382,55.14,0.05,132.36,0.63,6.15,2750,801.15,6.15,Main Location,General,Main Location - General,1996-04-01,1996,4,4.5,8.5
180966,49.56,0.25,86.0,0.25,20.37,44,1493.39,20.37,Main Location,General,Main Location - General,1996-05-01,1996,5,4.5,8.5
146835,32.97,0.39,53.1,0.98,14.43,354,1921.71,14.43,Main Location,General,Main Location - General,1996-06-01,1996,6,4.5,8.5
138201,6.25,0.26,115.86,0.31,10.37,1278,1890.77,10.37,Main Location,General,Main Location - General,1996-07-01,1996,7,4.5,8.5
229978,23.93,0.05,124.53,0.29,4.88,282,2521.71,4.88,Main Location,General,Main Location - General,1996-08-01,1996,8,4.5,8.5
248158,58.07,0.39,115.53,0.93,15.57,2785,1189.88,15.57,Main Location,General,Main Location - General,1996-09-01,1996,9,4.5,8.5
140356,37.18,0.41,156.66,0.6,26.84,604,2582.74,26.84,Main Location,General,Main Location - General,1996-10-01,1996,10,4.5,8.5
101059,51.61,0.19,2.0,0.95,24.3,1625,2528.27,24.3,Main Location,General,Main Location - General,1996-11-01,1996,11,4.5,8.5
93754,36.78,0.48,81.55,0.04,28.83,337,213.31,28.83,Main Location,General,Main Location - General,1996-12-01,1996,12,4.5,8.5
202540,22.05,0.48,69.02,0.44,3.45,2309,126.14,3.45,Main Location,General,Main Location - General,1997-01-01,1997,1,4.5,8.5
308113,52.1,0.04,126.48,0.82,5.2,1193,317.56,5.2,Main Location,General,Main Location - General,1997-02-01,1997,2,4.5,8.5
335083,53.69,0.44,131.35,0.94,2.35,1419,1470.6,2.35,Main Location,General,Main Location - General,1997-03-01,1997,3,4.5,8.5
133432,31.14,0.26,36.57,0.9,13.82,2282,2776.71,13.82,Main Location,General,Main Location - General,1997-04-01,1997,4,4.5,8.5
19954,4.09,0.26,6.02,0.88,18.32,1808,2372.19,18.32,Main Location,General,Main Location - General,1997-05-01,1997,5,4.5,8.5
140337,10.02,0.17,13.45,0.12,3.09,867,3089.66,3.09,Main Location,General,Main Location - General,1997-06-01,1997,6,4.5,8.5
179732,59.47,0.41,116.59,0.85,26.62,853,2919.07,26.62,Main Location,General,Main Location - General,1997-07-01,1997,7,4.5,8.5
143127,29.93,0.04,158.31,0.39,23.87,2803,1281.14,23.87,Main Location,General,Main Location - General,1997-08-01,1997,8,4.5,8.5
274690,39.71,0.14,169.02,0.88,8.31,1720,2318.59,8.31,Main Location,General,Main Location - General,1997-09-01,1997,9,4.5,8.5
171752,41.74,0.16,189.35,0.95,26.05,1521,1908.46,26.05,Main Location,General,Main Location - General,1997-10-01,1997,10,4.5,8.5
102962,23.55,0.3,94.85,0.65,20.91,2383,22.69,20.91,Main Location,General,Main Location - General,1997-11-01,1997,11,4.5,8.5
74219,21.99,0.49,118.57,0.74,27.03,1207,1303.71,27.03,Main Location,General,Main Location - General,1997-12-01,1997,12,4.5,8.5
179844,27.26,0.07,23.98,0.48,4.55,2373,67.32,4.55,Main Location,General,Main Location - General,1998-01-01,1998,1,4.5,8.5
165517,1.48,0.06,100.63,0.2,2.52,2137,1147.98,2.52,Main Location,General,Main Location - General,1998-02-01,1998,2,4.5,8.5
237157,40.59,0.35,61.44,0.49,5.15,613,2331.18,5.15,Main Location,General,Main Location - General,1998-03-01,1998,3,4.5,8.5
116511,48.09,0.15,38.12,0.87,23.82,2443,1768.65,23.82,Main Location,General,Main Location - General,1998-04-01,1998,4,4.5,8.5
231690,0.45,0.46,187.59,0.41,0.79,1489,779.02,0.79,Main Location,General,Main Location - General,1998-05-01,1998,5,4.5,8.5
162174,51.8,0.2,147.49,0.42,29.59,702,1899.19,29.59,Main Location,General,Main Location - General,1998-06-01,1998,6,4.5,8.5
347581,52.71,0.45,121.94,0.21,1.29,1410,201.3,1.29,Main Location,General,Main Location - General,1998-07-01,1998,7,4.5,8.5
230048,33.25,0.06,86.26,0.01,6.24,357,3014.1,6.24,Main Location,General,Main Location - General,1998-08-01,1998,8,4.5,8.5
261574,29.75,0.01,164.6,0.22,6.66,1609,2626.72,6.66,Main Location,General,Main Location - General,1998-09-01,1998,9,4.5,8.5
224539,55.62,0.35,41.51,0.81,11.32,2856,1977.93,11.32,Main Location,General,Main Location - General,1998-10-01,1998,10,4.5,8.5
190421,28.75,0.38,160.53,0.51,16.08,314,372.26,16.08,Main Location,General,Main Location - General,1998-11-01,1998,11,4.5,8.5
155879,49.08,0.49,98.22,0.39,25.06,2631,676.82,25.06,Main Location,General,Main Location - General,1998-12-01,1998,12,4.5,8.5
105244,17.22,0.16,81.93,0.1,17.73,342,520.04,17.73,Main Location,General,Main Location - General,1999-01-01,1999,1,4.5,8.5
227790,44.56,0.47,94.78,0.59,11.96,1469,840.63,11.96,Main Location,General,Main Location - General,1999-02-01,1999,2,4.5,8.5
85197,5.95,0.17,150.48,0.32,21.67,2094,18.77,21.67,Main Location,General,Main Location - General,1999-03-01,1999,3,4.5,8.5
95500,29.5,0.22,41.25,0.45,20.88,1959,764.79,20.88,Main Location,General,Main Location - General,1999-04-01,1999,4,4.5,8.5
122103,32.48,0.15,64.23,0.59,19.12,654,457.8,19.12,Main Location,General,Main Location - General,1999-05-01,1999,5,4.5,8.5
136063,49.9,0.08,108.84,0.9,28.1,636,1025.98,28.1,Main Location,General,Main Location - General,1999-06-01,1999,6,4.5,8.5
186293,37.43,0.24,193.62,0.07,24.44,172,2741.03,24.44,Main Location,General,Main Location - General,1999-07-01,1999,7,4.5,8.5
203783,16.19,0.39,83.44,0.91,0.55,2479,1188.07,0.55,Main Location,General,Main Location - General,1999-08-01,1999,8,4.5,8.5
142611,59.8,0.11,18.47,0.84,23.86,969,1638.68,23.86,Main Location,General,Main Location - General,1999-09-01,1999,9,4.5,8.5
99054,27.31,0.22,3.62,0.39,15.55,254,3089.95,15.55,Main Location,General,Main Location - General,1999-10-01,1999,10,4.5,8.5
115518,20.75,0.34,190.56,0.5,27.01,1927,2655.81,27.01,Main Location,General,Main Location - General,1999-11-01,1999,11,4.5,8.5
181147,19.13,0.26,22.66,0.47,1.03,1936,452.43,1.03,Main Location,General,Main Location - General,1999-12-01,1999,12,4.5,8.5
67294,40.17,0.05,17.4,0.32,27.63,2048,1120.6,27.63,Main Location,General,Main Location - General,2000-01-01,2000,1,4.5,8.5
324170,59.02,0.42,88.56,0.44,3.73,1604,2742.24,3.73,Main Location,General,Main Location - General,2000-02-01,2000,2,4.5,8.5
249703,35.27,0.35,157.47,0.22,10.67,947,2875.51,10.67,Main Location,General,Main Location - General,2000-03-01,2000,3,4.5,8.5
243443,13.8,0.23,150.19,0.08,1.95,546,3026.29,1.95,Main Location,General,Main Location - General,2000-04-01,2000,4,4.5,8.5
114024,53.71,0.12,20.89,0.38,27.25,681,1721.99,27.25,Main Location,General,Main Location - General,2000-05-01,2000,5,4.5,8.5
219372,5.8,0.25,158.52,0.65,1.1,2705,2588.16,1.1,Main Location,General,Main Location - General,2000-06-01,2000,6,4.5,8.5
294684,27.81,0.43,177.22,0.13,2.33,2258,632.61,2.33,Main Location,General,Main Location - General,2000-07-01,2000,7,4.5,8.5
121483,26.72,0.15,152.17,0.38,25.35,753,1569.0,25.35,Main Location,General,Main Location - General,2000-08-01,2000,8,4.5,8.5
116203,19.59,0.07,93.26,0.55,17.35,877,2872.1,17.35,Main Location,General,Main Location - General,2000-09-01,2000,9,4.5,8.5
173008,48.36,0.1,22.32,0.11,15.74,2770,2946.47,15.74,Main Location,General,Main Location - General,2000-10-01,2000,10,4.5,8.5
110496,45.49,0.45,1.81,0.05,22.67,377,3197.92,22.67,Main Location,General,Main Location - General,2000-11-01,2000,11,4.5,8.5
171704,41.53,0.2,74.5,0.22,17.23,492,2843.52,17.23,Main Location,General,Main Location - General,2000-12-01,2000,12,4.5,8.5
286686,48.57,0.21,91.79,0.9,3.3,2779,1210.61,3.3,Main Location,General,Main Location - General,2001-01-01,2001,1,4.5,8.5
172970,43.63,0.18,31.3,0.83,13.02,560,290.31,13.02,Main Location,General,Main Location - General,2001-02-01,2001,2,4.5,8.5
144844,12.35,0.34,82.24,0.08,9.58,2372,2482.77,9.58,Main Location,General,Main Location - General,2001-03-01,2001,3,4.5,8.5
246883,31.08,0.37,141.89,0.71,6.45,564,765.98,6.45,Main Location,General,Main Location - General,2001-04-01,2001,4,4.5,8.5
264005,52.13,0.28,135.51,0.83,12.73,126,247.95,12.73,Main Location,General,Main Location - General,2001-05-01,2001,5,4.5,8.5
24007,21.1,0.15,53.71,0.89,29.1,428,2080.82,29.1,Main Location,General,Main Location - General,2001-06-01,2001,6,4.5,8.5
334747,47.03,0.02,168.93,0.91,2.57,1721,2821.47,2.57,Main Location,General,Main Location - General,2001-07-01,2001,7,4.5,8.5
292752,59.78,0.34,39.0,0.64,3.48,2729,1455.86,3.48,Main Location,General,Main Location - General,2001-08-01,2001,8,4.5,8.5
150598,38.63,0.16,41.81,0.54,16.12,636,2584.4,16.12,Main Location,General,Main Location - General,2001-09-01,2001,9,4.5,8.5
197384,28.79,0.33,15.12,0.89,1.36,641,1457.81,1.36,Main Location,General,Main Location - General,2001-10-01,2001,10,4.5,8.5
250151,18.92,0.22,186.31,0.83,4.5,2180,1969.37,4.5,Main Location,General,Main Location - General,2001-11-01,2001,11,4.5,8.5
194710,41.4,0.48,52.65,0.68,11.07,1381,1203.81,11.07,Main Location,General,Main Location - General,2001-12-01,2001,12,4.5,8.5
200159,45.37,0.32,150.05,0.12,21.4,585,1677.62,21.4,Main Location,General,Main Location - General,2002-01-01,2002,1,4.5,8.5
79298,10.05,0.11,129.66,0.14,23.1,544,479.71,23.1,Main Location,General,Main Location - General,2002-02-01,2002,2,4.5,8.5
248711,49.36,0.2,91.69,0.23,10.52,1850,1941.49,10.52,Main Location,General,Main Location - General,2002-03-01,2002,3,4.5,8.5
132836,31.98,0.12,74.91,0.49,18.84,67,1023.11,18.84,Main Location,General,Main Location - General,2002-04-01,2002,4,4.5,8.5
156624,14.44,0.18,131.28,0.39,12.44,1728,79.42,12.44,Main Location,General,Main Location - General,2002-05-01,2002,5,4.5,8.5
103664,30.35,0.45,31.36,0.2,19.32,688,27.19,19.32,Main Location,General,Main Location - General,2002-06-01,2002,6,4.5,8.5
163176,27.63,0.02,110.13,0.94,14.16,125,1471.81,14.16,Main Location,General,Main Location - General,2002-07-01,2002,7,4.5,8.5
268875,59.55,0.48,58.29,0.75,8.08,317,93.76,8.08,Main Location,General,Main Location - General,2002-08-01,2002,8,4.5,8.5
92479,11.97,0.23,181.65,0.6,25.66,2793,1750.13,25.66,Main Location,General,Main Location - General,2002-09-01,2002,9,4.5,8.5
180366,19.4,0.03,114.18,0.78,8.36,2214,2439.0,8.36,Main Location,General,Main Location - General,2002-10-01,2002,10,4.5,8.5
108421,23.46,0.43,86.47,0.07,20.9,1334,1574.17,20.9,Main Location,General,Main Location - General,2002-11-01,2002,11,4.5,8.5
120406,1.33,0.21,38.77,0.13,4.85,2663,3186.06,4.85,Main Location,General,Main Location - General,2002-12-01,2002,12,4.5,8.5
214382,46.48,0.11,65.64,0.39,11.95,181,271.25,11.95,Main Location,General,Main Location - General,2003-01-01,2003,1,4.5,8.5
133446,13.24,0.35,166.99,0.05,19.95,726,2130.45,19.95,Main Location,General,Main Location - General,2003-02-01,2003,2,4.5,8.5
124027,27.23,0.34,133.37,0.04,24.21,164,3037.7,24.21,Main Location,General,Main Location - General,2003-03-01,2003,3,4.5,8.5
262004,56.2,0.48,113.24,0.49,13.45,230,167.29,13.45,Main Location,General,Main Location - General,2003-04-01,2003,4,4.5,8.5
164015,24.12,0.21,15.4,0.04,5.88,18,124.82,5.88,Main Location,General,Main Location - General,2003-05-01,2003,5,4.5,8.5
185138,18.48,0.19,45.78,0.35,2.18,1598,3165.2,2.18,Main Location,General,Main Location - General,2003-06-01,2003,6,4.5,8.5
213363,12.51,0.07,167.84,0.11,7.38,2647,3136.02,7.38,Main Location,General,Main Location - General,2003-07-01,2003,7,4.5,8.5
48654,2.31,0.02,79.9,0.07,20.82,1828,2195.49,20.82,Main Location,General,Main Location - General,2003-08-01,2003,8,4.5,8.5
249702,50.45,0.1,179.68,0.23,19.23,2420,848.73,19.23,Main Location,General,Main Location - General,2003-09-01,2003,9,4.5,8.5
140870,5.14,0.14,74.43,0.41,5.77,1421,623.82,5.77,Main Location,General,Main Location - General,2003-10-01,2003,10,4.5,8.5
191482,32.4,0.03,193.99,0.38,20.71,403,456.91,20.71,Main Location,General,Main Location - General,2003-11-01,2003,11,4.5,8.5
259723,19.46,0.37,159.55,0.11,2.45,87,2777.91,2.45,Main Location,General,Main Location - General,2003-12-01,2003,12,4.5,8.5
226208,41.37,0.26,108.35,0.91,10.81,421,925.28,10.81,Main Location,General,Main Location - General,2004-01-01,2004,1,4.5,8.5
146291,4.57,0.45,123.36,0.02,9.7,2591,385.21,9.7,Main Location,General,Main Location - General,2004-02-01,2004,2,4.5,8.5
95711,37.55,0.06,80.72,0.62,27.28,1680,417.03,27.28,Main Location,General,Main Location - General,2004-03-01,2004,3,4.5,8.5
115128,20.21,0.48,150.35,0.95,22.14,1656,1658.77,22.14,Main Location,General,Main Location - General,2004-04-01,2004,4,4.5,8.5
332658,45.66,0.0,183.01,0.12,5.44,1930,277.18,5.44,Main Location,General,Main Location - General,2004-05-01,2004,5,4.5,8.5
185083,1.84,0.21,130.83,0.22,2.94,250,1337.55,2.94,Main Location,General,Main Location - General,2004-06-01,2004,6,4.5,8.5
146017,29.01,0.24,30.99,0.81,10.74,1311,388.39,10.74,Main Location,General,Main Location - General,2004-07-01,2004,7,4.5,8.5
265078,58.41,0.23,188.22,0.03,21.78,4,2141.66,21.78,Main Location,General,Main Location - General,2004-08-01,2004,8,4.5,8.5
217569,31.26,0.39,93.61,0.86,6.34,2042,1150.16,6.34,Main Location,General,Main Location - General,2004-09-01,2004,9,4.5,8.5
125910,56.34,0.08,53.71,0.82,28.18,2153,1719.28,28.18,Main Location,General,Main Location - General,2004-10-01,2004,10,4.5,8.5
119130,13.48,0.19,136.77,0.27,18.97,1125,722.13,18.97,Main Location,General,Main Location - General,2004-11-01,2004,11,4.5,8.5
132839,12.24,0.33,85.69,0.24,11.92,887,249.21,11.92,Main Location,General,Main Location - General,2004-12-01,2004,12,4.5,8.5
94059,45.32,0.18,30.9,0.74,26.72,118,3042.38,26.72,Main Location,General,Main Location - General,2005-01-01,2005,1,4.5,8.5
286782,50.65,0.18,171.6,0.95,11.68,1140,659.16,11.68,Main Location,General,Main Location - General,2005-02-01,2005,2,4.5,8.5
221083,59.26,0.44,119.53,0.68,21.21,1545,1225.07,21.21,Main Location,General,Main Location - General,2005-03-01,2005,3,4.5,8.5
172578,39.52,0.32,28.06,0.09,12.59,1997,810.24,12.59,Main Location,General,Main Location - General,2005-04-01,2005,4,4.5,8.5
189152,14.02,0.26,122.0,0.68,5.96,1674,342.49,5.96,Main Location,General,Main Location - General,2005-05-01,2005,5,4.5,8.5
154636,22.08,0.11,61.69,0.21,10.25,2879,611.4,10.25,Main Location,General,Main Location - General,2005-06-01,2005,6,4.5,8.5
208318,28.98,0.41,45.22,0.84,2.25,535,2859.23,2.25,Main Location,General,Main Location - General,2005-07-01,2005,7,4.5,8.5
44630,1.8,0.19,77.85,0.28,21.03,1701,2108.49,21.03,Main Location,General,Main Location - General,2005-08-01,2005,8,4.5,8.5
160546,20.39,0.06,86.4,0.98,9.14,1829,971.95,9.14,Main Location,General,Main Location - General,2005-09-01,2005,9,4.5,8.5
236496,40.78,0.23,21.18,0.28,2.22,1135,1400.85,2.22,Main Location,General,Main Location - General,2005-10-01,2005,10,4.5,8.5
102107,25.82,0.29,28.57,0.66,16.7,218,2191.12,16.7,Main Location,General,Main Location - General,2005-11-01,2005,11,4.5,8.5
223158,40.99,0.17,10.67,0.73,2.51,2266,1203.11,2.51,Main Location,General,Main Location - General,2005-12-01,2005,12,4.5,8.5
148283,18.92,0.13,103.74,0.58,13.2,545,334.91,13.2,Main Location,General,Main Location - General,2006-01-01,2006,1,4.5,8.5
130240,14.98,0.03,134.8,0.68,18.03,2694,2066.97,18.03,Main Location,General,Main Location - General,2006-02-01,2006,2,4.5,8.5
174196,26.32,0.31,181.57,0.41,19.76,2246,747.81,19.76,Main Location,General,Main Location - General,2006-03-01,2006,3,4.5,8.5
154523,56.64,0.45,61.36,0.7,24.97,191,1899.79,24.97,Main Location,General,Main Location - General,2006-04-01,2006,4,4.5,8.5
216714,37.17,0.29,172.6,0.49,17.51,2322,546.6,17.51,Main Location,General,Main Location - General,2006-05-01,2006,5,4.5,8.5
160634,2.04,0.33,156.75,0.23,8.74,1410,943.42,8.74,Main Location,General,Main Location - General,2006-06-01,2006,6,4.5,8.5
57096,18.34,0.12,7.85,0.88,17.71,199,965.32,17.71,Main Location,General,Main Location - General,2006-07-01,2006,7,4.5,8.5
289758,58.55,0.46,54.33,0.86,4.18,2511,1798.86,4.18,Main Location,General,Main Location - General,2006-08-01,2006,8,4.5,8.5
23819,10.87,0.37,51.29,0.43,25.49,722,1172.96,25.49,Main Location,General,Main Location - General,2006-09-01,2006,9,4.5,8.5
197816,9.89,0.38,135.16,0.15,5.46,2723,462.2,5.46,Main Location,General,Main Location - General,2006-10-01,2006,10,4.5,8.5
119670,13.25,0.15,23.51,0.82,7.12,1926,2927.49,7.12,Main Location,General,Main Location - General,2006-11-01,2006,11,4.5,8.5
201850,28.83,0.48,167.22,0.6,15.34,1007,1992.15,15.34,Main Location,General,Main Location - General,2006-12-01,2006,12,4.5,8.5
220254,16.42,0.15,87.84,0.09,0.15,667,1443.62,0.15,Main Location,General,Main Location - General,2007-01-01,2007,1,4.5,8.5
216921,10.86,0.42,119.06,0.39,0.55,477,1714.2,0.55,Main Location,General,Main Location - General,2007-02-01,2007,2,4.5,8.5
119829,35.58,0.33,39.85,0.6,19.0,2759,2544.35,19.0,Main Location,General,Main Location - General,2007-03-01,2007,3,4.5,8.5
194530,22.26,0.18,40.45,0.55,1.36,1173,2303.99,1.36,Main Location,General,Main Location - General,2007-04-01,2007,4,4.5,8.5
175393,46.79,0.24,144.69,0.15,26.01,356,1972.13,26.01,Main Location,General,Main Location - General,2007-05-01,2007,5,4.5,8.5
112255,25.57,0.38,32.07,0.11,16.46,2636,1875.95,16.46,Main Location,General,Main Location - General,2007-06-01,2007,6,4.5,8.5
260676,56.07,0.07,93.82,0.58,11.43,2471,2944.13,11.43,Main Location,General,Main Location - General,2007-07-01,2007,7,4.5,8.5
197058,17.15,0.33,83.53,0.98,2.01,2944,2885.22,2.01,Main Location,General,Main Location - General,2007-08-01,2007,8,4.5,8.5
258738,41.76,0.14,117.89,0.89,6.86,1680,676.58,6.86,Main Location,General,Main Location - General,2007-09-01,2007,9,4.5,8.5
169774,33.74,0.22,43.64,0.15,11.11,1643,2489.31,11.11,Main Location,General,Main Location - General,2007-10-01,2007,10,4.5,8.5
280359,30.37,0.01,169.62,0.6,4.03,179,1470.77,4.03,Main Location,General,Main Location - General,2007-11-01,2007,11,4.5,8.5
182370,31.58,0.14,96.8,0.72,12.27,803,2448.48,12.27,Main Location,General,Main Location - General,2007-12-01,2007,12,4.5,8.5
125241,59.04,0.15,21.07,0.47,26.76,1192,526.61,26.76,Main Location,General,Main Location - General,2008-01-01,2008,1,4.5,8.5
16241,3.47,0.32,67.99,0.6,24.92,2443,1054.5,24.92,Main Location,General,Main Location - General,2008-02-01,2008,2,4.5,8.5
147052,15.79,0.18,165.51,0.48,17.61,325,1627.86,17.61,Main Location,General,Main Location - General,2008-03-01,2008,3,4.5,8.5
145241,10.89,0.38,134.8,0.08,13.52,1233,484.51,13.52,Main Location,General,Main Location - General,2008-04-01,2008,4,4.5,8.5
190555,57.57,0.23,36.93,0.01,18.6,2758,367.17,18.6,Main Location,General,Main Location - General,2008-05-01,2008,5,4.5,8.5
94341,23.45,0.44,167.65,0.3,29.4,1502,501.16,29.4,Main Location,General,Main Location - General,2008-06-01,2008,6,4.5,8.5
200640,31.04,0.05,3.32,0.94,0.33,215,2585.06,0.33,Main Location,General,Main Location - General,2008-07-01,2008,7,4.5,8.5
138258,45.86,0.32,91.59,0.85,25.17,2597,1314.61,25.17,Main Location,General,Main Location - General,2008-08-01,2008,8,4.5,8.5
316130,52.31,0.23,164.95,0.96,7.13,595,2016.06,7.13,Main Location,General,Main Location - General,2008-09-01,2008,9,4.5,8.5
108356,14.52,0.37,168.67,0.4,23.95,1755,1179.92,23.95,Main Location,General,Main Location - General,2008-10-01,2008,10,4.5,8.5
187537,22.07,0.48,150.77,0.37,13.17,2886,1616.37,13.17,Main Location,General,Main Location - General,2008-11-01,2008,11,4.5,8.5
378988,57.79,0.39,186.64,0.14,4.63,1264,2847.48,4.63,Main Location,General,Main Location - General,2008-12-01,2008,12,4.5,8.5
172596,48.0,0.39,135.49,0.61,24.91,524,2820.03,24.91,Main Location,General,Main Location - General,2009-01-01,2009,1,4.5,8.5
23162,1.75,0.37,58.48,0.57,21.85,434,1335.63,21.85,Main Location,General,Main Location - General,2009-02-01,2009,2,4.5,8.5
84115,14.25,0.14,16.91,0.26,13.67,372,2002.69,13.67,Main Location,General,Main Location - General,2009-03-01,2009,3,4.5,8.5
157073,29.71,0.37,147.58,0.32,21.09,24,2972.04,21.09,Main Location,General,Main Location - General,2009-04-01,2009,4,4.5,8.5
338730,52.8,0.42,114.25,0.34,1.18,892,1246.19,1.18,Main Location,General,Main Location - General,2009-05-01,2009,5,4.5,8.5
110468,3.61,0.45,44.1,0.76,6.28,2180,1552.85,6.28,Main Location,General,Main Location - General,2009-06-01,2009,6,4.5,8.5
149196,24.97,0.31,1.38,0.23,6.97,2590,502.09,6.97,Main Location,General,Main Location - General,2009-07-01,2009,7,4.5,8.5
289985,51.26,0.35,52.93,0.05,2.83,2973,1261.41,2.83,Main Location,General,Main Location - General,2009-08-01,2009,8,4.5,8.5
231087,57.78,0.15,22.09,0.4,10.23,740,1657.65,10.23,Main Location,General,Main Location - General,2009-09-01,2009,9,4.5,8.5
338403,59.53,0.3,110.23,0.83,3.05,1292,233.87,3.05,Main Location,General,Main Location - General,2009-10-01,2009,10,4.5,8.5
64120,12.01,0.0,13.31,0.3,15.67,1204,159.55,15.67,Main Location,General,Main Location - General,2009-11-01,2009,11,4.5,8.5
21741,1.26,0.08,122.79,0.51,27.63,470,3091.27,27.63,Main Location,General,Main Location - General,2009-12-01,2009,12,4.5,8.5
79009,12.79,0.45,49.07,0.36,17.31,654,1340.56,17.31,Main Location,General,Main Location - General,2010-01-01,2010,1,4.5,8.5
58942,16.38,0.39,55.05,0.53,21.98,313,570.66,21.98,Main Location,General,Main Location - General,2010-02-01,2010,2,4.5,8.5
131631,3.47,0.46,18.53,0.63,0.94,1317,1296.63,0.94,Main Location,General,Main Location - General,2010-03-01,2010,3,4.5,8.5
112554,45.89,0.45,12.48,0.94,21.77,573,2231.78,21.77,Main Location,General,Main Location - General,2010-04-01,2010,4,4.5,8.5
85406,11.68,0.27,150.24,0.35,24.5,1917,2438.19,24.5,Main Location,General,Main Location - General,2010-05-01,2010,5,4.5,8.5
152280,37.89,0.24,52.81,0.52,16.37,1834,2241.11,16.37,Main Location,General,Main Location - General,2010-06-01,2010,6,4.5,8.5
53977,19.98,0.16,73.48,0.25,26.21,2264,2820.0,26.21,Main Location,General,Main Location - General,2010-07-01,2010,7,4.5,8.5
276804,55.63,0.36,18.76,0.14,3.22,2169,2986.92,3.22,Main Location,General,Main Location - General,2010-08-01,2010,8,4.5,8.5
114407,5.9,0.36,10.55,0.86,3.4,1582,1932.14,3.4,Main Location,General,Main Location - General,2010-09-01,2010,9,4.5,8.5
240017,27.91,0.39,134.55,0.86,5.54,2665,1416.5,5.54,Main Location,General,Main Location - General,2010-10-01,2010,10,4.5,8.5
150710,10.43,0.16,86.88,0.66,7.48,1865,862.82,7.48,Main Location,General,Main Location - General,2010-11-01,2010,11,4.5,8.5
157104,7.33,0.02,130.87,0.02,9.86,2441,634.23,9.86,Main Location,General,Main Location - General,2010-12-01,2010,12,4.5,8.5
179657,22.84,0.32,47.5,0.36,5.2,991,1658.26,5.2,Main Location,General,Main Location - General,2011-01-01,2011,1,4.5,8.5
190403,57.11,0.48,124.92,0.1,26.63,84,627.14,26.63,Main Location,General,Main Location - General,2011-02-01,2011,2,4.5,8.5
225451,46.48,0.49,193.94,0.54,22.09,2540,3041.61,22.09,Main Location,General,Main Location - General,2011-03-01,2011,3,4.5,8.5
187837,26.83,0.33,182.12,0.72,17.12,508,791.88,17.12,Main Location,General,Main Location - General,2011-04-01,2011,4,4.5,8.5
184658,24.85,0.04,115.58,0.62,11.31,2164,3162.79,11.31,Main Location,General,Main Location - General,2011-05-01,2011,5,4.5,8.5
119034,21.04,0.33,193.71,0.02,27.66,2897,2011.95,27.66,Main Location,General,Main Location - General,2011-06-01,2011,6,4.5,8.5
256049,46.78,0.4,1.66,0.26,0.76,409,752.1,0.76,Main Location,General,Main Location - General,2011-07-01,2011,7,4.5,8.5
